EventID,EventDate,X,Y,Z,ZoneID,PlumeID,SuperPlume,spatialdist
267435-2018,12/13/2018 0:00:00,2535244.68873811,6995840.012587929,346,47262,2209,2210,549.8432613102075
259843-2018,12/3/2018 0:00:00,2535334.65082853,6995888.04037902,336,47295,2209,2210,538.1813423125382
006273-2019,1/8/2019 0:00:00,2534943.1483306894,6996104.63738677,372,47386,2209,2210,540.707561998135
006276-2019,1/9/2019 0:00:00,2534943.1483306894,6996104.63738677,373,47386,2209,2210,540.707561998135
263831-2018,12/8/2018 0:00:00,2535175.34143586,6996345.652652768,341,47672,2209,2210,546.7852945670285
009154-2019,1/13/2019 0:00:00,2535175.34143586,6996345.652652768,377,47672,2209,2210,546.7852945670285
008937-2019,1/12/2019 0:00:00,2535348.89062944,6996369.26907535,376,47672,2209,2210,546.7852945670285
000735-2019,1/2/2019 0:00:00,2534707.60779127,6996408.58461352,366,47698,2209,2210,543.3583256227262
270178-2018,12/13/2018 0:00:00,2534853.4129458694,6996559.67781527,346,47698,2209,2210,543.3583256227262
272311-2018,12/20/2018 0:00:00,2534546.7610001094,6996443.7403831,353,47856,2209,2210,548.2507944265299
249600-2018,11/16/2018 0:00:00,2534804.54198061,6996508.93710311,319,47698,2209,2210,543.3583256227262
260459-2018,12/2/2018 0:00:00,2534901.96665452,6996610.04582477,335,47698,2209,2210,543.3583256227262
025109-2019,2/5/2019 0:00:00,2534734.45025727,6996637.3620431,400,47856,2209,2210,548.2507944265299
020004-2019,1/28/2019 0:00:00,2534734.45025727,6996637.3620431,392,47856,2209,2210,548.2507944265299
020003-2019,1/29/2019 0:00:00,2534734.45025727,6996637.3620431,393,47856,2209,2210,548.2507944265299
012689-2019,1/19/2019 0:00:00,2535721.0657381094,6996590.16430286,383,47613,2209,2210,541.1764902178417
017767-2019,1/26/2019 0:00:00,2535721.3885721094,6996749.66201535,390,47672,2209,2210,546.7852945670285
013512-2019,1/19/2019 0:00:00,2535559.07262377,6997034.65324327,383,48108,2209,2210,556.2584949257931
278163-2018,12/29/2018 0:00:00,2536193.79215486,6996733.384160769,362,47766,2209,2210,543.8337102845719
008540-2019,1/13/2019 0:00:00,2535900.82981427,6997186.59355618,377,48018,2209,2210,553.8999044098732
268788-2018,12/16/2018 0:00:00,2536656.99398436,6997016.5246706,349,48046,2209,2210,565.7245978552288
008672-2019,1/7/2019 0:00:00,2536330.71904635,6996812.21143094,371,47766,2209,2210,543.8337102845719
268863-2018,12/16/2018 0:00:00,2535996.573061109,6997285.465733768,349,48018,2209,2210,553.8999044098732
271103-2018,12/18/2018 0:00:00,2536158.66230386,6997453.08383685,351,48018,2209,2210,553.8999044098732
008679-2019,1/13/2019 0:00:00,2536696.597251609,6997085.891001689,377,48046,2209,2210,565.7245978552288
258357-2018,11/30/2018 0:00:00,2536111.328737109,6997819.57588603,333,48190,2209,2210,552.6434936004981
279073-2018,12/30/2018 0:00:00,2536473.7358207,6997889.15645552,363,48250,2209,2210,544.6495848275396
012007-2019,1/17/2019 0:00:00,2536581.6352112,6997350.50792652,381,48018,2209,2210,553.8999044098732
251563-2018,11/9/2018 0:00:00,2536197.94601794,6997972.32754903,312,48250,2209,2210,544.6495848275396
266461-2018,12/12/2018 0:00:00,2536731.00499119,6997982.07818569,345,48347,2209,2210,556.8637586838445
006386-2019,1/9/2019 0:00:00,2536544.07688735,6998289.44830585,373,48509,2209,2210,273.3906949841253
005419-2019,1/8/2019 0:00:00,2536661.55171803,6998391.86312728,372,48509,2209,2210,273.3906949841253
250228-2018,11/19/2018 0:00:00,2536270.4445606,6997820.90692011,322,48190,2209,2210,552.6434936004981
234883-2018,10/26/2018 0:00:00,2536158.66230386,6997453.08383685,298,48018,2209,2210,553.8999044098732
234896-2018,10/26/2018 0:00:00,2536314.07931586,6997462.08185035,298,48018,2209,2210,553.8999044098732
235621-2018,10/28/2018 0:00:00,2535995.276475769,6998441.24393402,300,49022,2209,2210,281.8030636536732
249761-2018,11/18/2018 0:00:00,2535995.276475769,6998441.24393402,321,49022,2209,2210,281.8030636536732
246919-2018,11/14/2018 0:00:00,2536022.4703190294,6998469.7028666,317,49022,2209,2210,281.8030636536732
257770-2018,11/30/2018 0:00:00,2536022.4703190294,6998469.7028666,333,49022,2209,2210,281.8030636536732
252932-2018,11/23/2018 0:00:00,2536022.4703190294,6998469.7028666,326,49022,2209,2210,281.8030636536732
251504-2018,11/21/2018 0:00:00,2536649.04911835,6998397.40609519,324,48509,2209,2210,273.3906949841253
251331-2018,11/20/2018 0:00:00,2536536.518503529,6998447.259013848,323,48479,2209,2210,255.22403687986568
006086-2019,1/9/2019 0:00:00,2536752.7785697,6998395.17414427,373,48548,2209,2210,275.72104672378794
270955-2018,12/13/2018 0:00:00,2536840.29939203,6998356.4058491,346,48548,2209,2210,275.72104672378794
018213-2019,1/27/2019 0:00:00,2536627.74437094,6998450.59627752,391,48524,2209,2210,250.62650060402768
016016-2019,1/24/2019 0:00:00,2536819.47897,6998332.98637,388,48395,2209,2210,255.32093542325956
006974-2019,1/11/2019 0:00:00,2536890.32028936,6998334.25923985,375,48437,2209,2210,250.62648635946255
275153-2018,12/25/2018 0:00:00,2536022.4703190294,6998469.7028666,358,49022,2209,2210,281.8030636536732
234594-2018,10/26/2018 0:00:00,2536890.32028936,6998334.25923985,298,48437,2209,2210,250.62648635946255
260251-2018,11/16/2018 0:00:00,2536338.43162936,6998593.31383985,319,48597,2209,2210,257.91185909040297
032262-2019,2/16/2019 0:00:00,2536890.32028936,6998334.25923985,411,48437,2209,2210,250.62648635946255
197644-2018,9/2/2018 0:00:00,2536022.4703190294,6998469.7028666,244,49022,2209,2210,281.8030636536732
008698-2019,1/13/2019 0:00:00,2536022.4703190294,6998469.7028666,377,49022,2209,2210,281.8030636536732
225750-2018,10/13/2018 0:00:00,2536677.76329978,6998428.43063943,285,48548,2209,2210,275.72104672378794
230567-2018,10/20/2018 0:00:00,2536775.634167029,6997870.39960326,292,48347,2209,2210,556.8637586838445
178300-2018,8/12/2018 0:00:00,2536022.4703190294,6998469.7028666,223,49022,2209,2210,281.8030636536732
207854-2018,9/18/2018 0:00:00,2536824.10585485,6998319.83046293,260,48395,2209,2210,255.32093542325956
248759-2018,11/17/2018 0:00:00,2537291.15052,6997983.72221,320,48290,2209,2210,250.33335587520892
233712-2018,10/17/2018 0:00:00,2537291.15052,6997983.72221,289,48290,2209,2210,250.33335587520892
239326-2018,11/2/2018 0:00:00,2537380.12836486,6998104.64749435,305,48548,2209,2210,275.72104672378794
265391-2018,11/15/2018 0:00:00,2537441.77391,6997870.77788,318,48219,2209,2210,259.524673239591
212911-2018,9/24/2018 0:00:00,2537442.1095401,6997826.29306419,266,48192,2209,2210,266.89506566950894
207314-2018,9/17/2018 0:00:00,2537461.48778,6997800.70552,259,48219,2209,2210,259.524673239591
242288-2018,11/7/2018 0:00:00,2537423.90288,6998373.32019,310,48438,2209,2210,262.2264704072141
260208-2018,11/30/2018 0:00:00,2537423.90288,6998373.32019,333,48438,2209,2210,262.2264704072141
223462-2018,10/10/2018 0:00:00,2537423.904195949,6998373.32182577,282,48438,2209,2210,262.2264704072141
220933-2018,10/6/2018 0:00:00,2537423.904195949,6998373.32182577,278,48438,2209,2210,262.2264704072141
241240-2018,11/5/2018 0:00:00,2537423.904195949,6998373.32182577,308,48438,2209,2210,262.2264704072141
244270-2018,11/10/2018 0:00:00,2537423.904195949,6998373.32182577,313,48438,2209,2210,262.2264704072141
249663-2018,11/18/2018 0:00:00,2537423.904195949,6998373.32182577,321,48438,2209,2210,262.2264704072141
254191-2018,11/25/2018 0:00:00,2537423.904195949,6998373.32182577,328,48438,2209,2210,262.2264704072141
244534-2018,11/10/2018 0:00:00,2537423.904195949,6998373.32182577,313,48438,2209,2210,262.2264704072141
250216-2018,11/13/2018 0:00:00,2537423.904195949,6998373.32182577,316,48438,2209,2210,262.2264704072141
249179-2018,11/17/2018 0:00:00,2537423.904195949,6998373.32182577,320,48438,2209,2210,262.2264704072141
227843-2018,10/16/2018 0:00:00,2537423.904195949,6998373.32182577,288,48438,2209,2210,262.2264704072141
245521-2018,11/12/2018 0:00:00,2537561.74644,6997663.57718,315,48192,2209,2210,266.89506566950894
206448-2018,9/16/2018 0:00:00,2537594.434366689,6997673.36981361,258,48219,2209,2210,259.524673239591
260683-2018,12/4/2018 0:00:00,2537423.904195949,6998373.32182577,337,48438,2209,2210,262.2264704072141
266071-2018,12/3/2018 0:00:00,2537423.904195949,6998373.32182577,336,48438,2209,2210,262.2264704072141
274353-2018,12/23/2018 0:00:00,2537423.904195949,6998373.32182577,356,48438,2209,2210,262.2264704072141
212035-2018,9/24/2018 0:00:00,2537423.904195949,6998373.32182577,266,48438,2209,2210,262.2264704072141
217384-2018,10/2/2018 0:00:00,2537423.904195949,6998373.32182577,274,48438,2209,2210,262.2264704072141
216633-2018,10/1/2018 0:00:00,2537423.904195949,6998373.32182577,273,48438,2209,2210,262.2264704072141
206232-2018,9/16/2018 0:00:00,2537423.904195949,6998373.32182577,258,48438,2209,2210,262.2264704072141
206861-2018,9/16/2018 0:00:00,2537423.904195949,6998373.32182577,258,48438,2209,2210,262.2264704072141
200117-2018,9/8/2018 0:00:00,2537423.904195949,6998373.32182577,250,48438,2209,2210,262.2264704072141
169513-2018,8/1/2018 0:00:00,2537446.25520112,6997811.98403768,212,48192,2209,2210,266.89506566950894
181023-2018,8/15/2018 0:00:00,2537291.15216486,6997983.72286743,226,48290,2209,2210,250.33335587520892
015978-2019,1/13/2019 0:00:00,2537423.90303,6998373.32019,377,48438,2209,2210,262.2264704072141
013104-2019,1/19/2019 0:00:00,2537423.904195949,6998373.32182577,383,48438,2209,2210,262.2264704072141
004285-2019,1/6/2019 0:00:00,2537423.904195949,6998373.32182577,370,48438,2209,2210,262.2264704072141
007430-2019,1/11/2019 0:00:00,2537423.904195949,6998373.32182577,375,48438,2209,2210,262.2264704072141
014299-2019,1/21/2019 0:00:00,2537423.904195949,6998373.32182577,385,48438,2209,2210,262.2264704072141
191674-2018,8/27/2018 0:00:00,2537423.90288,6998373.32019,238,48438,2209,2210,262.2264704072141
190538-2018,8/27/2018 0:00:00,2537423.904195949,6998373.32182577,238,48438,2209,2210,262.2264704072141
192401-2018,8/30/2018 0:00:00,2537423.904195949,6998373.32182577,241,48438,2209,2210,262.2264704072141
187487-2018,8/23/2018 0:00:00,2537423.90288,6998373.32019,234,48438,2209,2210,262.2264704072141
186019-2018,8/22/2018 0:00:00,2537423.904195949,6998373.32182577,233,48438,2209,2210,262.2264704072141
177785-2018,8/12/2018 0:00:00,2537423.904195949,6998373.32182577,223,48438,2209,2210,262.2264704072141
179755-2018,8/14/2018 0:00:00,2537423.904195949,6998373.32182577,225,48438,2209,2210,262.2264704072141
183655-2018,8/18/2018 0:00:00,2537423.904195949,6998373.32182577,229,48438,2209,2210,262.2264704072141
273897-2018,12/22/2018 0:00:00,2537561.74644,6997663.57718,355,48192,2209,2210,266.89506566950894
171345-2018,8/4/2018 0:00:00,2537688.2534,6997537.23688,215,48192,2209,2210,266.89506566950894
020799-2019,1/24/2019 0:00:00,2537423.90303,6998373.32019,388,48438,2209,2210,262.2264704072141
015174-2019,1/23/2019 0:00:00,2537423.904195949,6998373.32182577,387,48438,2209,2210,262.2264704072141
014682-2019,1/22/2019 0:00:00,2537423.904195949,6998373.32182577,386,48438,2209,2210,262.2264704072141
021114-2019,1/31/2019 0:00:00,2537423.904195949,6998373.32182577,395,48438,2209,2210,262.2264704072141
031727-2019,2/15/2019 0:00:00,2537423.904195949,6998373.32182577,410,48438,2209,2210,262.2264704072141
030627-2019,2/14/2019 0:00:00,2537423.904195949,6998373.32182577,409,48438,2209,2210,262.2264704072141
172457-2018,8/3/2018 0:00:00,2537423.904195949,6998373.32182577,214,48438,2209,2210,262.2264704072141
174704-2018,8/7/2018 0:00:00,2537423.904195949,6998373.32182577,218,48438,2209,2210,262.2264704072141
162567-2018,7/25/2018 0:00:00,2537423.904195949,6998373.32182577,205,48438,2209,2210,262.2264704072141
160447-2018,7/20/2018 0:00:00,2537423.904195949,6998373.32182577,200,48438,2209,2210,262.2264704072141
157357-2018,7/17/2018 0:00:00,2537423.904195949,6998373.32182577,197,48438,2209,2210,262.2264704072141
009911-2019,1/15/2019 0:00:00,2537621.20760711,6997647.2261651,379,48219,2209,2210,259.524673239591
177635-2018,8/7/2018 0:00:00,2537682.93418969,6997585.00680135,218,48219,2209,2210,259.524673239591
035106-2019,2/20/2019 0:00:00,2537423.904195949,6998373.32182577,415,48438,2209,2210,262.2264704072141
040982-2019,2/25/2019 0:00:00,2537423.904195949,6998373.32182577,420,48438,2209,2210,262.2264704072141
149889-2018,7/9/2018 0:00:00,2537423.904195949,6998373.32182577,189,48438,2209,2210,262.2264704072141
153450-2018,7/13/2018 0:00:00,2537423.904195949,6998373.32182577,193,48438,2209,2210,262.2264704072141
141935-2018,6/30/2018 0:00:00,2537423.904195949,6998373.32182577,180,48438,2209,2210,262.2264704072141
139860-2018,6/27/2018 0:00:00,2537423.904195949,6998373.32182577,177,48438,2209,2210,262.2264704072141
137699-2018,6/24/2018 0:00:00,2537423.904195949,6998373.32182577,174,48438,2209,2210,262.2264704072141
138366-2018,6/26/2018 0:00:00,2537423.904195949,6998373.32182577,176,48438,2209,2210,262.2264704072141
014974-2019,1/22/2019 0:00:00,2537548.63983886,6997662.17954727,386,48192,2209,2210,266.89506566950894
061946-2019,3/29/2019 0:00:00,2537423.904195949,6998373.32182577,452,48438,2209,2210,262.2264704072141
061982-2019,3/29/2019 0:00:00,2537423.904195949,6998373.32182577,452,48438,2209,2210,262.2264704072141
118267-2018,6/2/2018 0:00:00,2537423.904195949,6998373.32182577,152,48438,2209,2210,262.2264704072141
118520-2018,6/2/2018 0:00:00,2537423.904195949,6998373.32182577,152,48438,2209,2210,262.2264704072141
121472-2018,6/5/2018 0:00:00,2537423.904195949,6998373.32182577,155,48438,2209,2210,262.2264704072141
121348-2018,6/5/2018 0:00:00,2537423.904195949,6998373.32182577,155,48438,2209,2210,262.2264704072141
115920-2018,5/30/2018 0:00:00,2537423.904195949,6998373.32182577,149,48438,2209,2210,262.2264704072141
113339-2018,5/27/2018 0:00:00,2537423.904195949,6998373.32182577,146,48438,2209,2210,262.2264704072141
033342-2019,2/16/2019 0:00:00,2537513.2708151,6997699.3599191,411,48192,2209,2210,266.89506566950894
026265-2019,2/6/2019 0:00:00,2537453.08297,6997824.28716,401,48219,2209,2210,259.524673239591
082251-2019,4/25/2019 0:00:00,2537423.904195949,6998373.32182577,479,48438,2209,2210,262.2264704072141
080714-2019,4/19/2019 0:00:00,2537423.904195949,6998373.32182577,473,48438,2209,2210,262.2264704072141
077293-2019,4/19/2019 0:00:00,2537423.904195949,6998373.32182577,473,48438,2209,2210,262.2264704072141
091044-2019,5/7/2019 0:00:00,2537423.904195949,6998373.32182577,491,48438,2209,2210,262.2264704072141
110996-2018,5/24/2018 0:00:00,2537423.904195949,6998373.32182577,143,48438,2209,2210,262.2264704072141
115889-2018,5/24/2018 0:00:00,2537423.904195949,6998373.32182577,143,48438,2209,2210,262.2264704072141
100561-2018,5/11/2018 0:00:00,2537423.90288,6998373.32019,130,48438,2209,2210,262.2264704072141
092258-2018,5/1/2018 0:00:00,2537423.904195949,6998373.32182577,120,48438,2209,2210,262.2264704072141
047519-2019,3/8/2019 0:00:00,2537639.036639689,6997629.30920619,431,48219,2209,2210,259.524673239591
048874-2019,3/10/2019 0:00:00,2537291.15216486,6997983.72286743,433,48290,2209,2210,250.33335587520892
100329-2019,5/19/2019 0:00:00,2537423.904195949,6998373.32182577,503,48438,2209,2210,262.2264704072141
107562-2019,5/29/2019 0:00:00,2537334.04742028,6998159.39147936,513,48548,2209,2210,275.72104672378794
087646-2018,4/26/2018 0:00:00,2537423.904195949,6998373.32182577,115,48438,2209,2210,262.2264704072141
085094-2018,4/22/2018 0:00:00,2537423.904195949,6998373.32182577,111,48438,2209,2210,262.2264704072141
085522-2018,4/23/2018 0:00:00,2537423.904195949,6998373.32182577,112,48438,2209,2210,262.2264704072141
088103-2018,4/26/2018 0:00:00,2537423.904195949,6998373.32182577,115,48438,2209,2210,262.2264704072141
119502-2019,6/12/2019 0:00:00,2537423.904195949,6998373.32182577,527,48438,2209,2210,262.2264704072141
126904-2019,6/23/2019 0:00:00,2537423.904195949,6998373.32182577,538,48438,2209,2210,262.2264704072141
123996-2019,6/20/2019 0:00:00,2537423.904195949,6998373.32182577,535,48438,2209,2210,262.2264704072141
089179-2019,5/5/2019 0:00:00,2537291.15216486,6997983.72286743,489,48290,2209,2210,250.33335587520892
090726-2019,5/7/2019 0:00:00,2537291.15216486,6997983.72286743,491,48290,2209,2210,250.33335587520892
066748-2018,3/30/2018 0:00:00,2537423.904195949,6998373.32182577,88,48438,2209,2210,262.2264704072141
058943-2018,3/20/2018 0:00:00,2537423.90288,6998373.32019,78,48438,2209,2210,262.2264704072141
051748-2018,3/11/2018 0:00:00,2537423.904195949,6998373.32182577,69,48438,2209,2210,262.2264704072141
048973-2018,3/7/2018 0:00:00,2537342.0287035294,6998151.30652177,65,48548,2209,2210,275.72104672378794
074207-2019,4/14/2019 0:00:00,2537630.25745778,6997638.16975278,468,48219,2209,2210,259.524673239591
063617-2019,3/31/2019 0:00:00,2537409.96984062,6997957.15500718,454,48290,2209,2210,250.33335587520892
133657-2019,7/2/2019 0:00:00,2537423.90303,6998373.32019,547,48438,2209,2210,262.2264704072141
134282-2019,7/3/2019 0:00:00,2537423.904195949,6998373.32182577,548,48438,2209,2210,262.2264704072141
118710-2019,6/12/2019 0:00:00,2537439.07476927,6997838.39179327,527,48192,2209,2210,266.89506566950894
125552-2019,6/17/2019 0:00:00,2537430.32084978,6997875.059370848,532,48192,2209,2210,266.89506566950894
045542-2018,3/3/2018 0:00:00,2537423.904195949,6998373.32182577,61,48438,2209,2210,262.2264704072141
044811-2018,3/2/2018 0:00:00,2537423.904195949,6998373.32182577,60,48438,2209,2210,262.2264704072141
038072-2018,2/21/2018 0:00:00,2537423.904195949,6998373.32182577,51,48438,2209,2210,262.2264704072141
033604-2018,2/15/2018 0:00:00,2537423.904195949,6998373.32182577,45,48438,2209,2210,262.2264704072141
035899-2018,2/18/2018 0:00:00,2537291.15216486,6997983.72286743,48,48290,2209,2210,250.33335587520892
069386-2018,4/3/2018 0:00:00,2537291.15216486,6997983.72286743,92,48290,2209,2210,250.33335587520892
023760-2018,2/1/2018 0:00:00,2537423.904195949,6998373.32182577,31,48438,2209,2210,262.2264704072141
020096-2018,1/27/2018 0:00:00,2537423.904195949,6998373.32182577,26,48438,2209,2210,262.2264704072141
018711-2018,1/25/2018 0:00:00,2537328.11371,6998150.94104,24,48548,2209,2210,275.72104672378794
015143-2018,1/21/2018 0:00:00,2537291.15216486,6997983.72286743,20,48290,2209,2210,250.33335587520892
042565-2018,2/27/2018 0:00:00,2537393.06206603,6998085.96610127,57,48548,2209,2210,275.72104672378794
049140-2018,3/8/2018 0:00:00,2537433.20503037,6997862.901258688,66,48192,2209,2210,266.89506566950894
049116-2018,3/7/2018 0:00:00,2537433.20503037,6997862.901258688,65,48192,2209,2210,266.89506566950894
023682-2018,1/15/2018 0:00:00,2537423.904195949,6998373.32182577,14,48438,2209,2210,262.2264704072141
004986-2018,1/5/2018 0:00:00,2537423.904195949,6998373.32182577,4,48438,2209,2210,262.2264704072141
034179-2018,2/16/2018 0:00:00,2537557.56436169,6997653.46532585,46,48192,2209,2210,266.89506566950894
001380-2018,1/2/2018 0:00:00,2537691.7136997,6997576.14625476,1,48219,2209,2210,259.524673239591
017379-2018,1/24/2018 0:00:00,2537665.37516969,6997602.72756644,23,48219,2209,2210,259.524673239591
046891-2018,3/2/2018 0:00:00,2537698.417754529,6997512.55025335,60,48015,2209,2210,275.6755673709943
067020-2018,3/30/2018 0:00:00,2537682.93418969,6997585.00680135,88,48219,2209,2210,259.524673239591
009198-2022,1/14/2022 0:00:00,2537423.90288,6998373.32019,1474,48438,4693,2210,262.2264704072141
226386-2021,12/15/2021 0:00:00,2537423.90288,6998373.32019,1444,48438,4693,2210,262.2264704072141
016150-2022,1/26/2022 0:00:00,2537423.90288,6998373.32019,1486,48438,4693,2210,262.2264704072141
800069-2022,12/20/2021 0:00:00,2537423.90288,6998373.32019,1449,48438,4693,2210,262.2264704072141
031628-2022,2/18/2022 0:00:00,2537423.90288,6998373.32019,1509,48438,4693,2210,262.2264704072141
025016-2022,2/10/2022 0:00:00,2537423.90288,6998373.32019,1501,48438,4693,2210,262.2264704072141
024010-2022,2/8/2022 0:00:00,2537423.90288,6998373.32019,1499,48438,4693,2210,262.2264704072141
802765-2022,2/7/2022 0:00:00,2537423.90288,6998373.32019,1498,48438,4693,2210,262.2264704072141
033959-2022,2/21/2022 0:00:00,2537328.11371,6998150.94104,1512,48548,4693,2210,275.72104672378794
216724-2021,12/1/2021 0:00:00,2537423.90288,6998373.32019,1430,48438,4693,2210,262.2264704072141
215920-2021,11/29/2021 0:00:00,2537423.90288,6998373.32019,1428,48438,4693,2210,262.2264704072141
220971-2021,11/21/2021 0:00:00,2537423.90288,6998373.32019,1420,48438,4693,2210,262.2264704072141
037063-2022,3/1/2022 0:00:00,2537423.90288,6998373.32019,1520,48438,4693,2210,262.2264704072141
034113-2022,2/24/2022 0:00:00,2537357.39449,6998117.80265,1515,48548,4693,2210,275.72104672378794
049274-2022,3/21/2022 0:00:00,2537291.15052,6997983.72221,1540,48290,4693,2210,250.33335587520892
131794-2022,2/1/2022 0:00:00,2537291.15052,6997983.72221,1492,48290,4693,2210,250.33335587520892
049275-2022,3/21/2022 0:00:00,2537291.15052,6997983.72221,1540,48290,4693,2210,250.33335587520892
015588-2022,1/25/2022 0:00:00,2537291.15052,6997983.72221,1485,48290,4693,2210,250.33335587520892
195768-2021,10/28/2021 0:00:00,2537423.90288,6998373.32019,1396,48438,4693,2210,262.2264704072141
189671-2021,10/18/2021 0:00:00,2537423.90288,6998373.32019,1386,48438,4693,2210,262.2264704072141
189499-2021,10/16/2021 0:00:00,2537423.90288,6998373.32019,1384,48438,4693,2210,262.2264704072141
193535-2021,10/24/2021 0:00:00,2537423.90303,6998373.32019,1392,48438,4693,2210,262.2264704072141
053463-2022,3/27/2022 0:00:00,2537423.90288,6998373.32019,1546,48438,4693,2210,262.2264704072141
055228-2022,3/26/2022 0:00:00,2537423.90288,6998373.32019,1545,48438,4693,2210,262.2264704072141
050546-2022,3/23/2022 0:00:00,2537423.90288,6998373.32019,1542,48438,4693,2210,262.2264704072141
060242-2022,4/6/2022 0:00:00,2537423.90288,6998373.32019,1556,48438,4693,2210,262.2264704072141
058581-2022,4/4/2022 0:00:00,2537291.15052,6997983.72221,1554,48290,4693,2210,250.33335587520892
053229-2022,3/27/2022 0:00:00,2537453.08327,6997824.28716,1546,48219,4693,2210,259.524673239591
065984-2022,4/11/2022 0:00:00,2537444.5285,6997859.16964,1561,48219,4693,2210,259.524673239591
184194-2021,10/10/2021 0:00:00,2537423.90288,6998373.32019,1378,48438,4693,2210,262.2264704072141
186274-2021,10/1/2021 0:00:00,2537423.90303,6998373.32019,1369,48438,4693,2210,262.2264704072141
171624-2021,9/20/2021 0:00:00,2537423.90288,6998373.32019,1358,48438,4693,2210,262.2264704072141
071007-2022,4/22/2022 0:00:00,2537423.90288,6998373.32019,1572,48438,4693,2210,262.2264704072141
063499-2022,4/11/2022 0:00:00,2537423.90288,6998373.32019,1561,48438,4693,2210,262.2264704072141
067681-2022,4/12/2022 0:00:00,2537423.90288,6998373.32019,1562,48438,4693,2210,262.2264704072141
068259-2022,4/17/2022 0:00:00,2537423.90288,6998373.32019,1567,48438,4693,2210,262.2264704072141
073989-2022,4/21/2022 0:00:00,2537423.90288,6998373.32019,1571,48438,4693,2210,262.2264704072141
072678-2022,4/25/2022 0:00:00,2537423.90321,6998373.32211,1575,48438,4693,2210,262.2264704072141
075638-2022,4/30/2022 0:00:00,2537291.15052,6997983.72221,1580,48290,4693,2210,250.33335587520892
175922-2021,9/10/2021 0:00:00,2537423.90288,6998373.32019,1348,48438,4693,2210,262.2264704072141
159581-2021,9/3/2021 0:00:00,2537423.90303,6998373.32019,1341,48438,4693,2210,262.2264704072141
159444-2021,9/3/2021 0:00:00,2537423.90303,6998373.32019,1341,48438,4693,2210,262.2264704072141
158406-2021,8/31/2021 0:00:00,2537423.90303,6998373.32019,1338,48438,4693,2210,262.2264704072141
080862-2022,5/7/2022 0:00:00,2537423.90288,6998373.32019,1587,48438,4693,2210,262.2264704072141
088231-2022,5/18/2022 0:00:00,2537423.90288,6998373.32019,1598,48438,4693,2210,262.2264704072141
082521-2022,5/10/2022 0:00:00,2537423.90288,6998373.32019,1590,48438,4693,2210,262.2264704072141
084636-2022,5/13/2022 0:00:00,2537423.90288,6998373.32019,1593,48438,4693,2210,262.2264704072141
090143-2022,5/21/2022 0:00:00,2537328.11371,6998150.94104,1601,48548,4693,2210,275.72104672378794
086910-2022,5/14/2022 0:00:00,2537291.15052,6997983.72221,1594,48290,4693,2210,250.33335587520892
095937-2022,5/29/2022 0:00:00,2537423.90288,6998373.32019,1609,48438,4693,2210,262.2264704072141
109560-2022,6/18/2022 0:00:00,2537423.90288,6998373.32019,1629,48438,4693,2210,262.2264704072141
100691-2022,6/5/2022 0:00:00,2537376.8472,6998091.53958,1616,48548,4693,2210,275.72104672378794
117369-2022,6/29/2022 0:00:00,2537423.90288,6998373.32019,1640,48438,4693,2210,262.2264704072141
117198-2022,6/29/2022 0:00:00,2537423.90288,6998373.32019,1640,48438,4693,2210,262.2264704072141
123593-2022,7/9/2022 0:00:00,2537423.90288,6998373.32019,1650,48438,4693,2210,262.2264704072141
115862-2022,6/25/2022 0:00:00,2537291.15052,6997983.72221,1636,48290,4693,2210,250.33335587520892
114005-2022,6/24/2022 0:00:00,2537291.15052,6997983.72221,1635,48290,4693,2210,250.33335587520892
142234-2022,8/6/2022 0:00:00,2537423.90288,6998373.32019,1678,48438,4693,2210,262.2264704072141
133957-2022,7/21/2022 0:00:00,2537423.90288,6998373.32019,1662,48438,4693,2210,262.2264704072141
138401-2022,7/31/2022 0:00:00,2537423.90288,6998373.32019,1672,48438,4693,2210,262.2264704072141
137355-2022,7/30/2022 0:00:00,2537423.90288,6998373.32019,1671,48438,4693,2210,262.2264704072141
131103-2022,7/20/2022 0:00:00,2537328.11371,6998150.94104,1661,48548,4693,2210,275.72104672378794
128874-2022,7/17/2022 0:00:00,2537335.66356,6998143.29276,1658,48548,4693,2210,275.72104672378794
144871-2022,8/9/2022 0:00:00,2537423.90288,6998373.32019,1681,48438,4693,2210,262.2264704072141
152979-2022,8/22/2022 0:00:00,2537423.90288,6998373.32019,1694,48438,4693,2210,262.2264704072141
148731-2022,8/16/2022 0:00:00,2537423.90288,6998373.32019,1688,48438,4693,2210,262.2264704072141
162659-2022,9/6/2022 0:00:00,2537423.90288,6998373.32019,1709,48438,4693,2210,262.2264704072141
141843-2022,8/6/2022 0:00:00,2537450.18105,6997835.85899,1678,48219,4693,2210,259.524673239591
185225-2022,10/11/2022 0:00:00,2537423.90288,6998373.32019,1744,48438,4693,2210,262.2264704072141
185210-2022,10/11/2022 0:00:00,2537423.90288,6998373.32019,1744,48438,4693,2210,262.2264704072141
183061-2022,10/7/2022 0:00:00,2537423.90288,6998373.32019,1740,48438,4693,2210,262.2264704072141
205324-2022,11/13/2022 0:00:00,2537423.90288,6998373.32019,1777,48438,4693,2210,262.2264704072141
207580-2022,11/17/2022 0:00:00,2537423.90288,6998373.32019,1781,48438,4693,2210,262.2264704072141
814000-2022,11/12/2022 0:00:00,2537423.90288,6998373.32019,1776,48438,4693,2210,262.2264704072141
